"year","DVRPC - All","DVRPC - State","DVRPC - Local","DVRPC - Other","Pennsylvania All Counties - All","Pennsylvania All Counties - State","Pennsylvania All Counties - Local","Pennsylvania All Counties - Other","New Jersey Suburbs - All","New Jersey Suburbs - State","New Jersey Suburbs - Local","New Jersey Suburbs - Other","Pennsylvania Suburbs - All","Pennsylvania Suburbs - State","Pennsylvania Suburbs - Local","Pennsylvania Suburbs - Other","Bucks - All","Bucks - State","Bucks - Local","Bucks - Other","Burlington - All","Burlington - State","Burlington - Local","Burlington - Other","Camden - All","Camden - State","Camden - Local","Camden - Other","Chester - All","Chester - State","Chester - Local","Chester - Other","Delaware - All","Delaware - State","Delaware - Local","Delaware - Other","Gloucester - All","Gloucester - State","Gloucester - Local","Gloucester - Other","Mercer - All","Mercer - State","Mercer - Local","Mercer - Other","Montgomery - All","Montgomery - State","Montgomery - Local","Montgomery - Other","Philadelphia - All","Philadelphia - State","Philadelphia - Local","Philadelphia - Other"
2015,0.080,0.091,0.163,0.029,0.099,0.098,0.175,0.086,0.031,0.058,0.065,0.001,0.080,0.069,0.749,0.091,0.103,0.115,0,0.082,0.008,0.019,0.087,0,0.051,0.114,0,0.002,0.052,0.058,0,0.020,0.036,0.022,1.000,0.494,0.019,0.038,0,0,0.034,0.043,0.125,0,0.103,0.090,0.739,0.087,0.113,0.116,0.065,0.047
2016,0.080,0.091,0.207,0.028,0.098,0.098,0.181,0.086,0.035,0.061,0.367,0.001,0.081,0.070,0.755,0.091,0.105,0.114,0,0.089,0.012,0.030,0.087,0,0.049,0.107,0.159,0.002,0.057,0.062,0,0.020,0.033,0.020,1.000,0.424,0.019,0.037,0,0,0.049,0.052,0.902,0,0.106,0.094,0.746,0.084,0.111,0.115,0.028,0.047
2017,0.072,0.081,0.205,0.025,0.087,0.087,0.178,0.075,0.034,0.059,0.363,0.001,0.067,0.056,0.744,0.079,0.103,0.116,0,0.079,0.012,0.030,0.087,0,0.049,0.106,0.159,0.002,0.052,0.057,0,0.020,0.033,0.020,1.000,0.424,0.018,0.037,0,0,0.045,0.046,0.902,0,0.074,0.058,0.732,0.069,0.102,0.106,0.028,0.047
2018,0.064,0.076,0.180,0.019,0.075,0.080,0.153,0.039,0.034,0.059,0.321,0.001,0.058,0.051,0.661,0.057,0.098,0.104,0,0.086,0.013,0.033,0.087,0,0.050,0.108,0.124,0.002,0.054,0.066,0,0.011,0.026,0.020,1.000,0.043,0.018,0.037,0,0,0.044,0.045,0.799,0,0.062,0.047,0.662,0.055,0.087,0.099,0.023,0.008
2019,0.064,0.076,0.142,0.019,0.079,0.080,0.105,0.060,0.030,0.055,0.321,0,0.053,0.046,0.607,0.062,0.082,0.081,0,0.084,0.013,0.033,0.087,0,0.047,0.106,0.124,0,0.039,0.050,0,0,0.036,0.026,1.000,0.391,0.018,0.037,0,0,0.031,0.035,0.799,0,0.051,0.043,0.566,0.042,0.098,0.102,0,0.045
2020,0.066,0.079,0.119,0.015,0.079,0.082,0.087,0.047,0.035,0.066,0.278,0,0.056,0.054,0.513,0.048,0.105,0.119,0,0.073,0.015,0.039,0.087,0,0.044,0.098,0,0,0.043,0.055,0,0,0.025,0.025,0,0,0.020,0.040,0,0,0.050,0.067,0.799,0,0.049,0.040,0.566,0.042,0.097,0.101,0,0.045
2021,0.065,0.078,0.118,0.014,0.081,0.085,0.086,0.041,0.027,0.049,0.279,0,0.053,0.053,0.505,0.038,0.105,0.117,0,0.080,0.015,0.037,0.088,0,0.044,0.097,0,0,0.079,0.102,0,0,0.017,0.017,0,0,0.020,0.040,0,0,0.022,0.020,0.799,0,0.038,0.034,0.557,0.018,0.101,0.105,0,0.062
2022,0.060,0.072,0.117,0.013,0.072,0.076,0.086,0.038,0.030,0.057,0.269,0,0.045,0.043,0.505,0.035,0.086,0.098,0,0.065,0.020,0.051,0.076,0,0.037,0.084,0,0,0.052,0.067,0,0,0.016,0.016,0,0,0.051,0.100,0,0,0.021,0.020,0.799,0,0.034,0.028,0.557,0.017,0.093,0.096,0,0.062
2023,0.044,0.055,0.113,0.010,0.049,0.054,0.084,0.021,0.031,0.058,0.247,0,0.047,0.051,0.477,0.026,0.079,0.099,0,0.049,0.019,0.053,0,0,0.038,0.086,0,0,0.057,0.073,0,0,0.034,0.040,0,0,0.051,0.101,0,0,0.021,0.020,0.799,0,0.033,0.028,0.526,0.017,0.050,0.056,0.004,0.011
2024,0.049,0.058,0.113,0.013,0.052,0.053,0.084,0.037,0.041,0.079,0.247,0,0.056,0.058,0.477,0.034,0.077,0.084,0,0.063,0.049,0.134,0,0,0.039,0.088,0,0,0.057,0.073,0,0,0.040,0.040,0,0,0.046,0.091,0,0,0.034,0.041,0.799,0,0.052,0.054,0.526,0.017,0.048,0.049,0.004,0.062
