"year","DVRPC - All","DVRPC - State","DVRPC - Local","DVRPC - Other","Pennsylvania All Counties - All","Pennsylvania All Counties - State","Pennsylvania All Counties - Local","Pennsylvania All Counties - Other","New Jersey Suburbs - All","New Jersey Suburbs - State","New Jersey Suburbs - Local","New Jersey Suburbs - Other","Pennsylvania Suburbs - All","Pennsylvania Suburbs - State","Pennsylvania Suburbs - Local","Pennsylvania Suburbs - Other","Bucks - All","Bucks - State","Bucks - Local","Bucks - Other","Burlington - All","Burlington - State","Burlington - Local","Burlington - Other","Camden - All","Camden - State","Camden - Local","Camden - Other","Chester - All","Chester - State","Chester - Local","Chester - Other","Delaware - All","Delaware - State","Delaware - Local","Delaware - Other","Gloucester - All","Gloucester - State","Gloucester - Local","Gloucester - Other","Mercer - All","Mercer - State","Mercer - Local","Mercer - Other","Montgomery - All","Montgomery - State","Montgomery - Local","Montgomery - Other","Philadelphia - All","Philadelphia - State","Philadelphia - Local","Philadelphia - Other"
2003,0.183,0.208,0.233,0.082,0.230,0.248,0.266,0.128,0.058,0.062,0.154,0.029,0.158,0.154,0.280,0.124,0.197,0.251,0.247,0.106,0.079,0.052,0.098,0.095,0.047,0.086,0.126,0.004,0.145,0.149,0.176,0.078,0.068,0.061,0.159,0.070,0.032,0.048,0.076,0,0.075,0.056,0.241,0,0.200,0.175,0.388,0.187,0.295,0.319,0.252,0.135
2004,0.174,0.200,0.235,0.067,0.221,0.238,0.268,0.118,0.050,0.062,0.155,0.005,0.161,0.161,0.285,0.117,0.203,0.273,0.267,0.085,0.042,0.052,0.108,0.013,0.052,0.099,0.101,0.004,0.125,0.125,0.165,0.082,0.067,0.058,0.182,0.070,0.025,0.036,0.076,0,0.074,0.055,0.243,0,0.214,0.194,0.385,0.193,0.275,0.297,0.251,0.121
2005,0.172,0.192,0.241,0.079,0.214,0.227,0.278,0.122,0.060,0.065,0.153,0.029,0.166,0.164,0.302,0.122,0.196,0.259,0.271,0.086,0.080,0.059,0.091,0.096,0.053,0.095,0.146,0.004,0.113,0.108,0.177,0.082,0.092,0.087,0.221,0.070,0.032,0.047,0.080,0,0.074,0.056,0.235,0,0.219,0.195,0.402,0.206,0.258,0.276,0.255,0.121
2006,0.174,0.196,0.239,0.079,0.218,0.232,0.277,0.121,0.059,0.065,0.148,0.029,0.177,0.180,0.304,0.122,0.192,0.253,0.266,0.086,0.075,0.046,0.093,0.096,0.050,0.095,0.086,0.004,0.127,0.124,0.177,0.098,0.094,0.090,0.221,0.070,0.039,0.058,0.081,0,0.073,0.054,0.243,0,0.248,0.237,0.408,0.203,0.255,0.273,0.250,0.121
2007,0.169,0.188,0.252,0.069,0.210,0.222,0.297,0.104,0.056,0.062,0.129,0.029,0.191,0.198,0.320,0.121,0.201,0.257,0.332,0.094,0.070,0.037,0.080,0.096,0.057,0.110,0.086,0.004,0.150,0.153,0.165,0.102,0.075,0.065,0.227,0.075,0.029,0.041,0.076,0,0.065,0.050,0.203,0,0.285,0.295,0.418,0.187,0.228,0.241,0.279,0.069
2008,0.169,0.182,0.255,0.085,0.214,0.215,0.308,0.151,0.050,0.061,0.114,0.015,0.201,0.178,0.345,0.226,0.299,0.260,0.339,0.381,0.048,0.037,0.067,0.054,0.051,0.102,0.086,0,0.143,0.140,0.237,0.051,0.071,0.057,0.295,0.061,0.029,0.041,0.076,0,0.065,0.054,0.175,0,0.255,0.246,0.413,0.205,0.225,0.243,0.280,0.024
2009,0.169,0.187,0.274,0.060,0.214,0.218,0.334,0.119,0.050,0.072,0.115,0.000,0.190,0.169,0.410,0.173,0.249,0.248,0.329,0.231,0.025,0.033,0.086,0.001,0.066,0.132,0.086,0,0.138,0.122,0.291,0.085,0.074,0.057,0.332,0.067,0.037,0.057,0.066,0,0.061,0.051,0.166,0,0.258,0.235,0.530,0.193,0.235,0.255,0.274,0.027
2010,0.160,0.174,0.290,0.049,0.198,0.201,0.346,0.084,0.059,0.076,0.143,0.013,0.170,0.152,0.442,0.118,0.200,0.221,0.334,0.117,0.051,0.028,0.134,0.047,0.076,0.154,0.089,0,0.123,0.103,0.298,0.085,0.086,0.066,0.448,0.059,0.042,0.057,0.144,0,0.060,0.048,0.167,0,0.230,0.202,0.553,0.157,0.221,0.239,0.269,0.027
2011,0.142,0.150,0.264,0.065,0.175,0.172,0.313,0.113,0.054,0.066,0.144,0.014,0.173,0.151,0.447,0.134,0.214,0.218,0.409,0.151,0.053,0.029,0.141,0.049,0.065,0.131,0.089,0,0.114,0.088,0.319,0.090,0.098,0.075,0.461,0.086,0.034,0.045,0.131,0,0.058,0.045,0.169,0,0.225,0.200,0.512,0.155,0.177,0.188,0.183,0.080
2012,0.122,0.123,0.273,0.051,0.146,0.138,0.313,0.087,0.057,0.067,0.164,0.014,0.141,0.112,0.436,0.120,0.188,0.179,0.417,0.147,0.051,0.029,0.130,0.049,0.062,0.124,0.089,0,0.100,0.070,0.316,0.094,0.093,0.069,0.468,0.086,0.041,0.057,0.131,0,0.067,0.045,0.229,0,0.163,0.126,0.485,0.118,0.151,0.158,0.214,0.027
2013,0.122,0.108,0.260,0.111,0.130,0.118,0.296,0.088,0.101,0.068,0.163,0.136,0.125,0.091,0.427,0.122,0.160,0.133,0.430,0.152,0.052,0.025,0.142,0.050,0.193,0.120,0.089,0.271,0.096,0.071,0.292,0.076,0.080,0.054,0.458,0.086,0.040,0.059,0.095,0,0.073,0.053,0.229,0,0.148,0.103,0.471,0.125,0.134,0.140,0.189,0.024
2014,0.111,0.105,0.265,0.053,0.134,0.116,0.301,0.119,0.055,0.065,0.170,0.013,0.124,0.089,0.434,0.120,0.139,0.123,0.436,0.097,0.048,0.027,0.134,0.043,0.055,0.112,0.056,0,0.094,0.078,0.275,0.042,0.093,0.051,0.503,0.527,0.040,0.054,0.144,0,0.072,0.052,0.245,0,0.147,0.103,0.475,0.123,0.143,0.138,0.191,0.120
2015,0.100,0.097,0.251,0.036,0.123,0.106,0.294,0.103,0.045,0.064,0.135,0.002,0.118,0.087,0.414,0.100,0.132,0.116,0.446,0.082,0.023,0.021,0.137,0.002,0.056,0.111,0.056,0.004,0.096,0.081,0.281,0.026,0.091,0.051,0.436,0.527,0.036,0.059,0.031,0,0.058,0.052,0.197,0,0.136,0.100,0.450,0.095,0.128,0.121,0.193,0.127
2016,0.099,0.096,0.252,0.036,0.121,0.104,0.289,0.100,0.048,0.065,0.156,0.003,0.116,0.086,0.399,0.097,0.122,0.102,0.432,0.085,0.026,0.031,0.136,0.001,0.053,0.098,0.084,0.008,0.098,0.084,0.273,0.026,0.088,0.049,0.430,0.491,0.035,0.058,0.031,0,0.069,0.061,0.244,0,0.137,0.106,0.429,0.091,0.127,0.119,0.195,0.120
2017,0.092,0.089,0.241,0.032,0.111,0.094,0.275,0.091,0.048,0.070,0.151,0.001,0.105,0.077,0.376,0.088,0.121,0.106,0.403,0.077,0.025,0.030,0.137,0.001,0.053,0.105,0.070,0.002,0.103,0.093,0.255,0.026,0.084,0.048,0.435,0.491,0.035,0.058,0.025,0,0.073,0.069,0.236,0,0.109,0.076,0.397,0.077,0.117,0.108,0.191,0.120
2018,0.088,0.084,0.257,0.029,0.103,0.087,0.296,0.062,0.049,0.071,0.149,0.001,0.097,0.070,0.330,0.083,0.129,0.107,0.373,0.117,0.025,0.033,0.129,0.001,0.054,0.104,0.100,0.002,0.104,0.082,0.282,0.026,0.072,0.047,0.413,0.083,0.035,0.058,0.025,0,0.073,0.071,0.227,0,0.092,0.062,0.311,0.067,0.109,0.101,0.263,0.022
2019,0.086,0.081,0.260,0.026,0.105,0.086,0.303,0.076,0.043,0.064,0.145,0.001,0.089,0.065,0.318,0.072,0.103,0.091,0.332,0.076,0.026,0.033,0.129,0.002,0.051,0.098,0.100,0.002,0.088,0.074,0.246,0.016,0.086,0.052,0.392,0.444,0.029,0.047,0.025,0,0.060,0.063,0.216,0,0.081,0.055,0.318,0.051,0.121,0.103,0.290,0.103
2020,0.087,0.085,0.244,0.020,0.104,0.089,0.283,0.060,0.047,0.073,0.137,0.001,0.089,0.073,0.283,0.056,0.119,0.121,0.289,0.068,0.026,0.039,0.117,0.001,0.049,0.095,0.074,0.002,0.086,0.078,0.213,0.010,0.073,0.051,0.327,0.237,0.030,0.050,0.025,0,0.072,0.088,0.214,0,0.078,0.055,0.299,0.046,0.120,0.102,0.284,0.094
2021,0.084,0.082,0.231,0.019,0.103,0.089,0.267,0.054,0.039,0.057,0.130,0.001,0.082,0.069,0.243,0.047,0.111,0.110,0.265,0.074,0.025,0.037,0.113,0.001,0.049,0.095,0.074,0.002,0.096,0.093,0.210,0.010,0.057,0.043,0.171,0.209,0.022,0.038,0.008,0,0.052,0.050,0.205,0,0.070,0.050,0.278,0.024,0.123,0.104,0.291,0.108
2022,0.076,0.077,0.195,0.018,0.092,0.081,0.221,0.051,0.041,0.062,0.122,0.001,0.074,0.062,0.224,0.043,0.096,0.095,0.253,0.062,0.030,0.048,0.121,0.001,0.043,0.085,0.060,0.002,0.086,0.082,0.194,0.004,0.055,0.043,0.152,0.208,0.039,0.066,0.008,0,0.048,0.050,0.185,0,0.065,0.046,0.255,0.024,0.109,0.096,0.219,0.117
2023,0.063,0.063,0.190,0.015,0.071,0.063,0.215,0.031,0.040,0.063,0.119,0.000,0.073,0.067,0.218,0.033,0.089,0.094,0.247,0.049,0.029,0.048,0.115,0.001,0.043,0.086,0.060,0,0.088,0.086,0.190,0.004,0.066,0.065,0.161,0.028,0.039,0.066,0.008,0,0.048,0.050,0.182,0,0.060,0.041,0.240,0.024,0.070,0.059,0.212,0.027
2024,0.066,0.065,0.183,0.018,0.074,0.061,0.206,0.052,0.048,0.079,0.118,0.000,0.078,0.071,0.202,0.042,0.087,0.085,0.223,0.057,0.050,0.110,0.114,0.001,0.044,0.088,0.057,0,0.083,0.078,0.191,0.004,0.076,0.069,0.124,0.229,0.036,0.061,0.008,0,0.059,0.069,0.181,0,0.072,0.060,0.224,0.026,0.069,0.052,0.210,0.132
